0,1,2,3,4,5,y
-0.9489854779839516,12.143699536323547,-7.717801403999329,-0.33394619941711423,-2.2819676213264466,0.1570662013143301,12.218099999999994
-0.9486722109913825,12.143494418144225,-7.7188423089981075,-0.3342077435553074,-2.281371539592743,0.1570822888314724,12.218099999999994
-0.9485884680747986,12.144101680755615,-7.718845783233642,-0.33436891224980353,-2.2816003878116606,0.1569759744256735,12.218099999999994
-0.9486198200583458,12.144509593009948,-7.718541366577148,-0.3339511044025421,-2.281424859046936,0.15734231485426425,12.218099999999994
-0.948640814602375,12.142781223297119,-7.71843653678894,-0.3350603932440281,-2.281701000213623,0.15726408153772353,12.218099999999994
-0.9499229394197464,12.14229295539856,-7.7176958227157595,-0.3349761034846306,-2.2815454087257385,0.1568109743744135,12.218099999999994
-0.9502202401161194,12.143297657966613,-7.718600889205932,-0.3358559114634991,-2.2818868064880373,0.15657533648610114,12.218099999999994
-0.9494643805623054,12.14323177242279,-7.71895609331131,-0.335296926766634,-2.281775053024292,0.15697598422318698,12.218099999999994
-0.9490150755643845,12.141808110237122,-7.719162983894348,-0.3356820511221886,-2.282528748035431,0.15741073815524578,12.218099999999994
-0.9495431113839149,12.142974305152894,-7.719121986865997,-0.33526873406767843,-2.281414832353592,0.15767320279031993,12.218099999999994
-0.9556855109930038,12.070651529312133,-7.665200208663941,-0.3331474484801292,-2.2433286752700807,0.15956745520234109,0.0
-0.9545084449648857,12.069629674911498,-7.665568945884704,-0.33344362044334414,-2.243925237417221,0.15940839679539204,0.0
-0.9563153436779976,12.07058256149292,-7.665122784614563,-0.3330461601018906,-2.2424304053783417,0.15910514867305756,0.0
-0.9564142039418221,12.070921281814575,-7.664647307872772,-0.33301396411657336,-2.2423517348766326,0.15917348481714724,0.0
-0.9567759289741516,12.068737060546875,-7.662333630084992,-0.3348243851661682,-2.244101503133774,0.15962300851941108,0.0
-0.956857333958149,12.073118312835692,-7.66407235622406,-0.3338998517692089,-2.2428558514118193,0.15916213622689246,0.0
-0.955316732108593,12.074167304039001,-7.661858174324036,-0.3343519762158394,-2.242872030735016,0.15946693190932273,0.0
-0.9554668653607369,12.071967488288879,-7.664525856494904,-0.3344554287493229,-2.243043071269989,0.15955778297781945,0.0
-0.9548478091955185,12.070300485610963,-7.66620972108841,-0.33376913049817086,-2.2432483642101286,0.1600794567614794,0.0
